DateTime,Time,Fault,Label
10/19/2014 10:30,1413732608,EF,5
10/19/2014 10:30,1413732608,FF,3
10/19/2014 13:50,1413744640,EF,5
10/19/2014 13:59,1413745152,EF,5
10/20/2014 19:40,1413852032,EF,5
10/20/2014 19:40,1413852032,FF,3
10/20/2014 19:49,1413852544,EF,5
10/20/2014 19:49,1413852544,FF,3
10/21/2014 4:40,1413884416,EF,5
10/21/2014 4:40,1413884416,FF,3
10/21/2014 4:50,1413885056,EF,5
10/21/2014 4:50,1413885056,FF,3
10/21/2014 4:59,1413885568,EF,5
10/21/2014 4:59,1413885568,FF,3
10/21/2014 5:10,1413886208,EF,5
10/21/2014 5:10,1413886208,FF,3
10/21/2014 5:40,1413888000,EF,5
10/21/2014 5:40,1413888000,FF,3
10/21/2014 5:50,1413888640,EF,5
10/21/2014 5:50,1413888640,FF,3
10/21/2014 9:00,1413900032,EF,5
10/21/2014 9:09,1413900544,EF,5
10/21/2014 9:38,1413902336,EF,5
10/21/2014 9:38,1413902336,FF,3
10/21/2014 9:49,1413902976,EF,5
10/21/2014 9:49,1413902976,FF,3
10/21/2014 10:30,1413905408,EF,5
10/21/2014 10:30,1413905408,FF,3
10/21/2014 10:40,1413906048,EF,5
10/21/2014 10:40,1413906048,FF,3
10/21/2014 12:29,1413912576,EF,5
10/21/2014 12:40,1413913216,EF,5
10/21/2014 13:10,1413915008,EF,5
10/21/2014 13:10,1413915008,FF,3
10/21/2014 13:20,1413915648,EF,5
10/21/2014 13:20,1413915648,FF,3
10/21/2014 14:20,1413919232,EF,5
10/21/2014 14:20,1413919232,FF,3
10/21/2014 14:29,1413919744,EF,5
10/21/2014 14:29,1413919744,FF,3
10/21/2014 15:50,1413924608,EF,5
10/21/2014 15:50,1413924608,FF,3
10/21/2014 16:00,1413925248,EF,5
10/21/2014 16:00,1413925248,FF,3
10/21/2014 16:09,1413925760,EF,5
10/21/2014 17:09,1413929344,EF,5
10/21/2014 17:09,1413929344,FF,3
10/21/2014 17:19,1413929984,EF,5
10/21/2014 17:19,1413929984,FF,3
10/26/2014 18:10,1414365056,GF,1
10/26/2014 18:19,1414365568,GF,1
10/26/2014 18:30,1414366208,GF,1
10/26/2014 18:40,1414366848,GF,1
10/26/2014 18:49,1414367360,GF,1
10/26/2014 19:00,1414368000,GF,1
10/26/2014 19:10,1414368640,GF,1
10/26/2014 19:19,1414369152,GF,1
10/27/2014 19:10,1414455040,EF,5
10/27/2014 19:10,1414455040,FF,3
10/27/2014 19:19,1414455552,EF,5
10/27/2014 19:19,1414455552,FF,3
10/27/2014 19:29,1414456192,EF,5
10/27/2014 19:59,1414457984,EF,5
10/27/2014 19:59,1414457984,FF,3
10/27/2014 20:10,1414458624,EF,5
10/27/2014 20:10,1414458624,FF,3
10/27/2014 21:29,1414463360,EF,5
10/27/2014 21:40,1414464000,EF,5
10/27/2014 22:09,1414465792,EF,5
10/27/2014 22:09,1414465792,FF,3
10/27/2014 22:20,1414466432,EF,5
10/27/2014 22:20,1414466432,FF,3
10/28/2014 1:49,1414478976,EF,5
10/28/2014 1:49,1414478976,FF,3
10/28/2014 2:00,1414479616,EF,5
10/28/2014 2:00,1414479616,FF,3
10/28/2014 3:49,1414486144,EF,5
10/28/2014 3:49,1414486144,FF,3
10/28/2014 3:59,1414486784,EF,5
10/28/2014 3:59,1414486784,FF,3
10/28/2014 5:40,1414492800,EF,5
10/28/2014 5:40,1414492800,FF,3
10/28/2014 5:50,1414493440,EF,5
10/28/2014 5:50,1414493440,FF,3
10/28/2014 6:20,1414495232,EF,5
10/28/2014 6:20,1414495232,FF,3
10/28/2014 6:29,1414495744,EF,5
10/28/2014 6:29,1414495744,FF,3
10/28/2014 8:20,1414502400,EF,5
10/28/2014 8:30,1414503040,EF,5
10/28/2014 8:39,1414503552,EF,5
10/31/2014 11:49,1414774144,EF,5
10/31/2014 11:59,1414774784,EF,5
11/1/2014 11:29,1414859392,EF,5
11/1/2014 11:29,1414859392,FF,3
11/1/2014 11:40,1414860032,EF,5
11/1/2014 11:40,1414860032,FF,3
11/1/2014 12:59,1414864768,EF,5
11/1/2014 12:59,1414864768,FF,3
11/1/2014 13:10,1414865408,EF,5
11/1/2014 13:10,1414865408,FF,3
11/1/2014 14:20,1414869632,EF,5
11/1/2014 14:29,1414870144,EF,5
11/1/2014 17:30,1414881024,EF,5
11/1/2014 17:30,1414881024,FF,3
11/1/2014 17:38,1414881536,EF,5
11/1/2014 17:38,1414881536,FF,3
11/1/2014 17:49,1414882176,EF,5
11/1/2014 17:49,1414882176,FF,3
11/6/2014 3:29,1415266176,EF,5
11/6/2014 3:29,1415266176,FF,3
11/6/2014 3:40,1415266816,EF,5
11/6/2014 3:40,1415266816,FF,3
11/6/2014 3:50,1415267456,EF,5
11/6/2014 3:50,1415267456,FF,3
11/6/2014 3:59,1415267968,EF,5
11/6/2014 3:59,1415267968,FF,3
11/10/2014 10:29,1415636992,EF,5
11/10/2014 10:29,1415636992,FF,3
11/10/2014 10:40,1415637632,EF,5
11/10/2014 10:40,1415637632,FF,3
11/10/2014 11:40,1415641216,EF,5
11/10/2014 11:40,1415641216,FF,3
11/10/2014 11:50,1415641856,EF,5
11/10/2014 11:50,1415641856,FF,3
11/12/2014 6:09,1415794176,EF,5
11/12/2014 6:20,1415794816,EF,5
11/12/2014 21:20,1415848832,EF,5
11/12/2014 21:29,1415849344,EF,5
11/12/2014 23:30,1415856640,EF,5
11/12/2014 23:39,1415857152,EF,5
11/12/2014 23:49,1415857792,EF,5
11/17/2014 5:39,1416224384,EF,5
11/17/2014 5:50,1416225024,EF,5
11/17/2014 5:58,1416225536,EF,5
11/18/2014 12:40,1416336000,EF,5
11/18/2014 12:50,1416336640,EF,5
11/18/2014 13:09,1416337792,EF,5
11/18/2014 13:20,1416338432,EF,5
11/18/2014 14:09,1416341376,EF,5
11/18/2014 14:20,1416342016,EF,5
11/18/2014 14:30,1416342656,EF,5
11/18/2014 14:39,1416343168,EF,5
11/18/2014 14:50,1416343808,EF,5
11/18/2014 17:00,1416351616,EF,5
11/18/2014 17:10,1416352256,EF,5
11/18/2014 18:40,1416357632,EF,5
11/18/2014 18:49,1416358144,EF,5
11/18/2014 18:59,1416358784,EF,5
11/18/2014 19:10,1416359424,EF,5
11/18/2014 19:29,1416360576,EF,5
11/18/2014 19:40,1416361216,EF,5
11/20/2014 23:00,1416546048,EF,5
11/20/2014 23:09,1416546560,EF,5
11/20/2014 23:49,1416548992,EF,5
11/21/2014 0:00,1416549632,EF,5
11/21/2014 0:09,1416550144,EF,5
11/21/2014 0:19,1416550784,EF,5
11/21/2014 2:10,1416557440,EF,5
11/21/2014 2:19,1416557952,EF,5
11/21/2014 4:10,1416564608,EF,5
11/21/2014 4:20,1416565248,EF,5
11/27/2014 2:19,1417076352,FF,3
11/27/2014 2:29,1417076992,FF,3
11/27/2014 3:21,1417080064,FF,3
11/27/2014 3:29,1417080576,FF,3
11/27/2014 3:50,1417081856,FF,3
11/27/2014 3:59,1417082368,FF,3
11/27/2014 4:10,1417083008,FF,3
11/27/2014 4:20,1417083648,FF,3
11/27/2014 4:29,1417084160,FF,3
11/27/2014 4:40,1417084800,FF,3
11/27/2014 7:39,1417095552,EF,5
11/27/2014 7:49,1417096192,EF,5
11/27/2014 8:19,1417097984,EF,5
11/27/2014 8:30,1417098624,EF,5
11/27/2014 12:20,1417112448,EF,5
11/27/2014 12:29,1417112960,EF,5
11/27/2014 12:59,1417114752,EF,5
11/27/2014 13:09,1417115392,EF,5
11/27/2014 13:20,1417116032,EF,5
11/27/2014 13:29,1417116544,EF,5
11/28/2014 16:19,1417213184,EF,5
11/28/2014 16:30,1417213824,EF,5
12/5/2014 0:30,1417761024,FF,3
12/5/2014 0:38,1417761536,FF,3
12/5/2014 0:49,1417762176,FF,3
12/5/2014 1:10,1417763456,FF,3
12/5/2014 1:19,1417763968,FF,3
12/5/2014 1:30,1417764608,FF,3
12/5/2014 1:40,1417765248,FF,3
12/5/2014 1:49,1417765760,FF,3
12/5/2014 2:00,1417766400,FF,3
12/5/2014 2:10,1417767040,FF,3
12/5/2014 2:29,1417768192,FF,3
12/5/2014 2:40,1417768832,FF,3
12/5/2014 2:49,1417769344,FF,3
12/5/2014 3:29,1417771776,FF,3
12/5/2014 3:40,1417772416,FF,3
12/5/2014 3:59,1417773568,FF,3
12/5/2014 4:10,1417774208,FF,3
12/5/2014 11:29,1417800576,FF,3
12/5/2014 11:40,1417801216,FF,3
12/5/2014 11:50,1417801856,FF,3
12/5/2014 11:59,1417802368,FF,3
12/5/2014 12:10,1417803008,FF,3
12/8/2014 2:00,1418025600,FF,3
12/8/2014 2:10,1418026240,FF,3
12/8/2014 2:49,1418028544,FF,3
12/8/2014 2:59,1418029184,FF,3
12/8/2014 3:10,1418029824,FF,3
12/8/2014 3:40,1418031616,FF,3
12/8/2014 3:50,1418032256,FF,3
12/8/2014 3:59,1418032768,FF,3
12/8/2014 4:10,1418033408,FF,3
12/8/2014 4:20,1418034048,FF,3
12/8/2014 4:29,1418034560,FF,3
12/8/2014 6:01,1418040064,FF,3
12/8/2014 6:09,1418040576,FF,3
12/8/2014 6:20,1418041216,FF,3
12/8/2014 6:30,1418041856,FF,3
12/8/2014 6:39,1418042368,FF,3
12/8/2014 6:50,1418043008,FF,3
12/8/2014 7:20,1418044800,FF,3
12/8/2014 7:30,1418045440,FF,3
12/8/2014 15:00,1418072448,FF,3
12/8/2014 15:09,1418072960,FF,3
12/9/2014 1:49,1418111360,FF,3
12/9/2014 2:00,1418112000,FF,3
12/9/2014 2:59,1418115584,FF,3
12/9/2014 3:10,1418116224,FF,3
12/9/2014 3:21,1418116864,FF,3
12/9/2014 3:29,1418117376,FF,3
1/1/2015 17:40,1420155648,FF,3
1/1/2015 17:49,1420156160,FF,3
1/1/2015 18:00,1420156800,FF,3
1/1/2015 18:10,1420157440,FF,3
1/1/2015 18:19,1420157952,FF,3
1/1/2015 18:29,1420158592,FF,3
1/1/2015 18:40,1420159232,FF,3
1/1/2015 18:49,1420159744,FF,3
1/1/2015 18:59,1420160384,FF,3
1/1/2015 19:10,1420161024,FF,3
1/1/2015 19:18,1420161536,FF,3
1/1/2015 19:29,1420162176,FF,3
1/1/2015 19:40,1420162816,FF,3
1/1/2015 19:50,1420163456,FF,3
1/1/2015 19:59,1420163968,FF,3
1/1/2015 20:10,1420164608,FF,3
1/1/2015 20:20,1420165248,FF,3
1/1/2015 20:29,1420165760,FF,3
1/1/2015 20:40,1420166400,FF,3
1/1/2015 20:50,1420167040,FF,3
1/1/2015 20:59,1420167552,FF,3
1/1/2015 21:09,1420168192,FF,3
1/1/2015 21:20,1420168832,FF,3
1/1/2015 21:29,1420169344,FF,3
1/1/2015 21:39,1420169984,FF,3
1/1/2015 21:50,1420170624,FF,3
1/1/2015 22:01,1420171264,FF,3
1/1/2015 22:09,1420171776,FF,3
1/1/2015 22:20,1420172416,FF,3
1/1/2015 22:30,1420173056,FF,3
1/1/2015 22:39,1420173568,FF,3
1/1/2015 22:50,1420174208,FF,3
1/1/2015 23:00,1420174848,FF,3
1/1/2015 23:09,1420175360,FF,3
1/1/2015 23:20,1420176000,FF,3
1/1/2015 23:30,1420176640,FF,3
1/1/2015 23:39,1420177152,FF,3
1/1/2015 23:49,1420177792,FF,3
1/2/2015 0:00,1420178432,FF,3
1/2/2015 0:09,1420178944,FF,3
1/2/2015 0:19,1420179584,FF,3
1/2/2015 0:30,1420180224,FF,3
1/2/2015 0:38,1420180736,FF,3
1/2/2015 0:49,1420181376,FF,3
1/2/2015 1:00,1420182016,FF,3
1/2/2015 1:10,1420182656,FF,3
1/2/2015 1:19,1420183168,FF,3
1/2/2015 1:30,1420183808,FF,3
1/2/2015 1:40,1420184448,FF,3
1/2/2015 1:49,1420184960,FF,3
1/2/2015 2:00,1420185600,FF,3
1/2/2015 2:10,1420186240,FF,3
1/2/2015 2:19,1420186752,FF,3
1/2/2015 2:29,1420187392,FF,3
1/2/2015 2:40,1420188032,FF,3
1/2/2015 2:49,1420188544,FF,3
1/2/2015 2:59,1420189184,FF,3
1/2/2015 3:10,1420189824,FF,3
1/2/2015 3:21,1420190464,FF,3
1/2/2015 3:29,1420190976,FF,3
1/2/2015 3:40,1420191616,FF,3
1/2/2015 3:50,1420192256,FF,3
1/2/2015 3:59,1420192768,FF,3
1/2/2015 4:10,1420193408,FF,3
1/2/2015 4:20,1420194048,FF,3
1/2/2015 4:29,1420194560,FF,3
1/2/2015 4:40,1420195200,FF,3
1/2/2015 4:50,1420195840,FF,3
1/2/2015 4:59,1420196352,FF,3
1/2/2015 5:09,1420196992,FF,3
1/2/2015 5:20,1420197632,FF,3
1/2/2015 5:29,1420198144,FF,3
1/2/2015 5:39,1420198784,FF,3
1/2/2015 5:50,1420199424,FF,3
1/2/2015 5:58,1420199936,FF,3
1/2/2015 6:09,1420200576,FF,3
1/2/2015 6:20,1420201216,FF,3
1/2/2015 6:30,1420201856,FF,3
1/2/2015 6:39,1420202368,FF,3
1/2/2015 6:50,1420203008,FF,3
1/2/2015 7:00,1420203648,FF,3
1/2/2015 7:09,1420204160,FF,3
1/2/2015 7:20,1420204800,FF,3
1/2/2015 7:30,1420205440,FF,3
1/2/2015 7:39,1420205952,FF,3
1/2/2015 7:49,1420206592,FF,3
1/2/2015 8:00,1420207232,FF,3
1/2/2015 8:09,1420207744,FF,3
1/2/2015 8:19,1420208384,FF,3
1/2/2015 8:30,1420209024,FF,3
1/2/2015 8:41,1420209664,FF,3
1/2/2015 8:49,1420210176,FF,3
1/2/2015 9:00,1420210816,FF,3
1/2/2015 9:10,1420211456,FF,3
1/2/2015 9:19,1420211968,FF,3
1/2/2015 9:30,1420212608,FF,3
1/2/2015 9:40,1420213248,FF,3
1/2/2015 9:49,1420213760,FF,3
1/7/2015 18:10,1420675840,GF,1
1/7/2015 18:19,1420676352,GF,1
1/7/2015 18:29,1420676992,GF,1
1/7/2015 18:40,1420677632,GF,1
1/7/2015 18:49,1420678144,GF,1
1/7/2015 18:59,1420678784,GF,1
1/7/2015 19:10,1420679424,GF,1
1/7/2015 19:18,1420679936,GF,1
1/7/2015 19:29,1420680576,GF,1
1/7/2015 19:40,1420681216,GF,1
1/7/2015 19:50,1420681856,GF,1
1/7/2015 19:59,1420682368,GF,1
1/7/2015 20:10,1420683008,GF,1
1/7/2015 20:20,1420683648,GF,1
1/7/2015 20:29,1420684160,GF,1
1/7/2015 20:40,1420684800,GF,1
1/7/2015 20:50,1420685440,GF,1
1/7/2015 20:59,1420685952,GF,1
1/7/2015 21:09,1420686592,GF,1
1/7/2015 21:20,1420687232,GF,1
1/7/2015 21:29,1420687744,GF,1
1/7/2015 21:39,1420688384,GF,1
1/7/2015 21:50,1420689024,GF,1
1/7/2015 22:01,1420689664,GF,1
1/7/2015 22:09,1420690176,GF,1
1/7/2015 22:20,1420690816,GF,1
1/14/2015 22:50,1421297408,AF,4
1/14/2015 23:00,1421298048,AF,4
1/14/2015 23:09,1421298560,AF,4
1/15/2015 22:50,1421383808,AF,4
1/15/2015 23:00,1421384448,AF,4
1/15/2015 23:09,1421384960,AF,4
